Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
43,Non-Travel,Sales,5,4,Life Sciences,1,Male,Research Director,3,Single,7346,2,No,13,0,22,2,2,7,1,1,7,No
50,Travel_Rarely,Sales,24,4,Medical,1,Female,Healthcare Representative,4,Single,4162,1,Yes,17,2,31,2,3,4,9,9,5,No
54,Travel_Rarely,Sales,22,3,Marketing,1,Female,Sales Executive,1,Married,3224,4,No,24,1,32,3,2,13,7,0,10,No
18,Travel_Frequently,Research & Development,23,1,Marketing,2,Male,Sales Executive,4,Married,11527,5,No,25,3,0,4,4,11,3,9,0,No
38,Travel_Rarely,Research & Development,23,1,Medical,4,Male,Human Resources,2,Single,3971,5,No,19,3,17,6,2,0,0,6,10,No
24,Travel_Rarely,Research & Development,24,1,Marketing,1,Female,Healthcare Representative,1,Married,3487,0,No,10,2,6,5,4,11,3,2,10,No
30,Travel_Frequently,Research & Development,28,1,Life Sciences,4,Male,Laboratory Technician,2,Single,3872,2,No,16,3,8,4,1,14,1,2,5,No
49,Travel_Rarely,Research & Development,9,4,Medical,1,Female,Manager,3,Married,3505,0,Yes,19,1,30,5,4,2,10,9,4,No
48,Travel_Rarely,Research & Development,20,2,Human Resources,2,Female,Sales Representative,3,Married,2473,4,No,25,0,30,3,1,2,7,2,0,No
58,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,Research Scientist,1,Married,4344,0,Yes,15,0,36,1,3,12,1,3,10,No
22,Travel_Rarely,Sales,11,2,Marketing,1,Female,Manufacturing Director,4,Married,6258,2,No,17,2,2,4,4,3,2,7,9,Yes
42,Travel_Rarely,Sales,28,3,Medical,2,Male,Research Scientist,1,Divorced,10314,1,No,23,1,21,4,3,12,9,2,0,No
54,Travel_Rarely,Sales,8,3,Technical Degree,4,Female,Research Director,3,Married,4177,6,No,16,3,35,1,2,0,0,0,5,No
27,Travel_Rarely,Research & Development,13,1,Life Sciences,1,Female,Manager,3,Married,5374,5,Yes,17,0,5,5,2,8,0,9,1,No
33,Travel_Rarely,Research & Development,16,4,Medical,3,Male,Research Director,4,Single,8016,2,No,15,2,14,6,1,1,0,9,3,No
28,Travel_Rarely,Research & Development,22,1,Life Sciences,1,Female,Research Scientist,4,Married,5417,1,No,19,3,6,0,2,1,9,0,9,No
48,Travel_Rarely,Sales,3,2,Technical Degree,2,Male,Research Scientist,1,Single,3463,3,No,11,1,29,0,3,5,9,0,5,Yes
24,Non-Travel,Sales,25,4,Medical,3,Female,Manufacturing Director,4,Divorced,3647,2,Yes,12,1,6,0,2,2,2,10,2,No
44,Travel_Rarely,Sales,19,2,Other,3,Male,Healthcare Representative,3,Divorced,3378,5,No,15,2,22,4,2,9,7,6,9,No
51,Travel_Rarely,Sales,6,2,Medical,4,Female,Research Director,4,Married,4902,4,No,15,3,31,3,2,8,3,7,1,No
18,Travel_Rarely,Human Resources,26,1,Technical Degree,3,Female,Sales Executive,3,Single,7595,4,Yes,17,0,0,4,2,1,3,4,0,No
40,Travel_Frequently,Research & Development,28,3,Life Sciences,2,Female,Sales Representative,1,Divorced,5719,4,Yes,17,3,22,4,1,15,3,3,3,No
47,Travel_Rarely,Research & Development,6,2,Life Sciences,2,Male,Sales Representative,4,Divorced,5123,1,No,18,2,26,6,2,1,10,2,10,No
49,Travel_Rarely,Research & Development,28,3,Marketing,4,Female,Laboratory Technician,3,Single,3686,5,No,12,1,27,4,1,7,2,1,2,No
40,Travel_Rarely,Sales,13,4,Life Sciences,3,Male,Research Scientist,1,Married,3052,2,No,15,1,18,1,2,8,9,8,2,No
44,Travel_Rarely,Research & Development,4,1,Medical,1,Female,Sales Executive,2,Divorced,7748,4,Yes,18,0,25,3,4,9,8,0,9,No
21,Travel_Rarely,Research & Development,12,4,Life Sciences,4,Female,Research Scientist,4,Single,2706,4,No,18,3,1,6,3,6,4,4,2,No
27,Travel_Rarely,Human Resources,8,4,Other,3,Female,Research Scientist,2,Married,5286,2,Yes,10,3,9,0,2,9,7,3,7,No
47,Travel_Rarely,Research & Development,11,4,Medical,2,Female,Manager,2,Divorced,8491,0,No,18,3,28,4,3,6,0,1,1,No
19,Travel_Rarely,Research & Development,23,4,Marketing,2,Male,Research Scientist,1,Married,2479,2,No,15,3,0,0,2,8,1,6,6,No
33,Travel_Rarely,Human Resources,21,3,Life Sciences,3,Female,Sales Executive,3,Single,5314,3,No,11,2,12,1,3,0,7,7,3,No
56,Travel_Frequently,Sales,15,4,Medical,2,Female,Laboratory Technician,1,Single,3618,2,No,18,3,34,0,4,5,4,10,1,No
19,Non-Travel,Research & Development,15,2,Medical,1,Female,Research Scientist,4,Married,3416,5,No,14,2,0,1,2,14,8,10,8,No
28,Non-Travel,Research & Development,14,4,Marketing,2,Male,Sales Executive,4,Single,6000,2,Yes,19,0,9,0,4,14,4,0,5,No
40,Travel_Frequently,Research & Development,15,1,Life Sciences,4,Female,Human Resources,4,Divorced,2849,4,No,23,0,19,6,3,7,5,7,3,No
52,Non-Travel,Research & Development,18,4,Medical,2,Male,Laboratory Technician,3,Single,3365,2,No,25,1,34,5,3,1,3,1,7,No
29,Travel_Rarely,Research & Development,25,1,Other,2,Female,Laboratory Technician,4,Married,7099,2,No,18,0,9,0,1,9,10,4,7,No
50,Non-Travel,Research & Development,19,2,Marketing,1,Female,Manufacturing Director,1,Single,6124,4,No,11,0,30,2,3,12,1,7,0,No
21,Travel_Rarely,Sales,10,1,Medical,1,Male,Laboratory Technician,2,Divorced,5551,2,No,20,2,3,0,2,12,3,2,9,No
49,Non-Travel,Human Resources,9,4,Life Sciences,3,Male,Laboratory Technician,1,Single,4679,3,Yes,21,1,28,4,4,15,3,4,10,No
48,Travel_Rarely,Sales,19,4,Medical,1,Female,Healthcare Representative,3,Divorced,10995,5,No,18,2,27,3,4,15,4,3,6,No
57,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Male,Healthcare Representative,4,Married,5439,1,No,23,3,39,2,2,7,0,8,3,No
34,Non-Travel,Human Resources,5,3,Technical Degree,4,Male,Sales Executive,1,Single,2546,3,No,12,1,15,4,2,11,5,6,10,No
34,Non-Travel,Research & Development,11,4,Life Sciences,4,Male,Laboratory Technician,2,Divorced,3853,4,Yes,17,1,15,5,1,6,4,1,4,No
48,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Male,Sales Representative,3,Married,5496,4,Yes,12,1,26,2,4,13,3,2,10,No
43,Travel_Frequently,Research & Development,14,2,Life Sciences,3,Female,Human Resources,3,Married,5213,4,Yes,16,3,22,6,1,9,1,8,6,No
28,Travel_Frequently,Sales,15,4,Medical,2,Male,Sales Executive,4,Single,7661,1,No,10,0,6,3,4,6,3,4,9,No
40,Travel_Frequently,Human Resources,6,3,Medical,2,Female,Sales Executive,2,Single,3282,4,No,20,2,18,6,1,10,0,0,3,No
51,Travel_Rarely,Research & Development,18,1,Technical Degree,4,Male,Sales Executive,4,Single,4933,3,Yes,15,1,32,4,2,8,6,0,8,No
56,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Male,Manufacturing Director,1,Single,6655,5,No,16,0,35,3,2,12,0,2,2,No
42,Travel_Rarely,Sales,4,3,Life Sciences,1,Female,Human Resources,1,Single,3651,1,No,21,0,24,3,4,4,7,0,2,No
48,Travel_Rarely,Research & Development,3,3,Marketing,3,Female,Manager,3,Married,5266,4,No,17,2,27,5,4,10,0,3,4,No
32,Travel_Rarely,Sales,20,2,Life Sciences,2,Female,Research Scientist,3,Married,4598,3,Yes,15,0,11,6,4,11,1,5,1,No
57,Travel_Rarely,Sales,5,1,Medical,2,Male,Sales Executive,4,Single,3460,3,No,13,2,37,2,1,6,6,9,7,No
25,Non-Travel,Research & Development,20,1,Life Sciences,4,Male,Sales Representative,3,Single,5269,1,No,19,3,7,4,1,1,2,0,0,No
37,Travel_Rarely,Research & Development,11,1,Technical Degree,2,Male,Laboratory Technician,1,Single,3016,1,No,15,2,15,0,1,2,0,9,7,No
29,Travel_Rarely,Research & Development,11,2,Life Sciences,3,Female,Laboratory Technician,3,Divorced,4659,2,No,25,1,10,1,1,5,5,7,6,No
35,Non-Travel,Research & Development,5,3,Technical Degree,4,Male,Research Scientist,1,Single,7336,4,Yes,18,0,17,4,2,9,7,9,6,No
25,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,Manufacturing Director,3,Married,2139,1,No,22,2,5,2,3,5,0,4,5,No
41,Travel_Rarely,Research & Development,16,4,Medical,3,Female,Healthcare Representative,3,Single,4415,1,No,14,3,22,6,3,7,4,9,2,No
57,Travel_Rarely,Research & Development,19,2,Medical,2,Male,Human Resources,3,Married,4986,3,No,20,1,39,1,2,14,0,10,0,No
47,Travel_Rarely,Research & Development,12,1,Other,2,Female,Sales Representative,1,Married,4012,6,No,23,0,25,3,3,15,5,0,10,No
30,Non-Travel,Research & Development,22,4,Medical,2,Male,Healthcare Representative,2,Single,5035,3,Yes,18,2,9,5,2,0,7,0,6,Yes
46,Non-Travel,Sales,21,4,Life Sciences,2,Female,Sales Representative,1,Married,6874,2,No,16,0,24,4,2,13,10,6,6,No
38,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Female,Research Scientist,3,Single,12584,0,No,11,0,17,3,4,9,10,6,10,Yes
58,Travel_Rarely,Research & Development,6,1,Other,2,Female,Human Resources,1,Married,6884,3,Yes,25,0,40,5,1,4,3,6,1,No
40,Travel_Rarely,Research & Development,24,2,Medical,3,Male,Human Resources,2,Divorced,6713,8,No,17,1,19,1,2,11,4,4,7,No
24,Non-Travel,Sales,20,4,Medical,4,Male,Human Resources,2,Married,2474,3,No,17,3,6,6,4,0,6,5,2,No
28,Non-Travel,Sales,4,2,Medical,2,Female,Sales Executive,4,Divorced,5366,2,Yes,20,2,6,5,1,5,8,2,6,No
33,Non-Travel,Research & Development,14,4,Medical,4,Male,Human Resources,4,Married,3487,2,No,21,0,14,6,3,5,6,1,9,No
49,Travel_Rarely,Sales,25,1,Medical,2,Male,Sales Executive,4,Married,6423,4,No,19,3,27,6,4,11,4,1,4,No
41,Travel_Rarely,Sales,26,2,Other,1,Female,Research Director,1,Single,6199,2,No,25,2,21,6,2,10,6,1,2,No
34,Travel_Rarely,Human Resources,16,4,Medical,3,Male,Manager,1,Single,4481,2,No,25,1,15,4,2,10,0,2,6,No
49,Travel_Frequently,Sales,9,4,Life Sciences,4,Female,Healthcare Representative,2,Married,9259,2,No,10,0,30,0,3,4,10,5,3,No
44,Travel_Frequently,Research & Development,4,3,Marketing,3,Male,Research Scientist,1,Married,10800,2,No,15,2,25,2,4,10,4,2,8,No
44,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,Manufacturing Director,4,Married,3497,3,No,20,2,24,0,3,6,0,9,7,No
33,Travel_Rarely,Research & Development,10,2,Other,1,Male,Sales Representative,2,Divorced,3295,3,No,21,0,13,6,4,5,5,2,10,No
48,Travel_Frequently,Research & Development,9,3,Medical,4,Female,Laboratory Technician,4,Married,4975,1,Yes,25,2,29,6,2,7,5,3,5,No
19,Non-Travel,Research & Development,13,1,Life Sciences,3,Male,Sales Representative,2,Married,4331,4,No,15,1,0,1,2,11,5,3,6,No
39,Travel_Rarely,Sales,25,2,Medical,4,Male,Laboratory Technician,2,Single,6803,6,No,20,1,17,6,4,4,0,7,8,No
52,Travel_Rarely,Sales,21,1,Technical Degree,3,Female,Manager,4,Single,7184,4,No,20,1,31,4,2,0,1,8,8,No
44,Non-Travel,Research & Development,26,4,Medical,2,Female,Human Resources,1,Single,7063,1,No,10,0,25,4,2,9,7,0,6,No
35,Travel_Frequently,Sales,21,1,Marketing,4,Male,Sales Executive,1,Married,4240,1,No,21,0,16,5,3,12,4,3,2,No
33,Non-Travel,Sales,8,1,Medical,3,Female,Manufacturing Director,4,Single,4639,0,No,10,0,13,0,1,5,6,3,0,No
47,Non-Travel,Research & Development,12,3,Human Resources,1,Male,Laboratory Technician,4,Divorced,4059,2,No,14,2,26,1,4,2,10,1,5,No
48,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,Sales Executive,1,Single,5662,0,No,15,0,26,4,2,12,10,3,0,Yes
46,Travel_Rarely,Research & Development,13,4,Medical,2,Female,Research Scientist,3,Married,2497,2,No,23,2,28,4,2,0,1,5,2,No
52,Travel_Frequently,Research & Development,22,3,Medical,2,Male,Sales Executive,4,Married,7045,2,No,25,3,32,3,4,0,5,5,2,No
27,Non-Travel,Research & Development,7,3,Life Sciences,1,Female,Sales Executive,2,Married,2825,0,Yes,17,0,6,3,3,10,4,10,6,No
31,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Female,Laboratory Technician,4,Divorced,5029,3,No,18,1,13,1,4,12,9,10,10,No
45,Travel_Rarely,Sales,2,3,Medical,3,Male,Research Director,4,Married,4736,4,Yes,11,2,23,6,1,6,8,0,10,No
30,Non-Travel,Research & Development,21,3,Other,4,Female,Research Scientist,1,Married,5750,2,No,18,2,10,4,1,5,9,0,0,No
18,Non-Travel,Sales,7,4,Other,2,Male,Research Director,1,Married,3063,1,No,20,2,0,0,3,13,8,9,10,No
39,Travel_Frequently,Research & Development,25,2,Technical Degree,4,Female,Manufacturing Director,2,Married,8891,3,No,19,2,18,5,3,1,6,0,10,No
22,Non-Travel,Human Resources,21,2,Marketing,4,Female,Human Resources,3,Married,8066,1,Yes,16,1,0,3,3,4,3,6,6,No
52,Travel_Frequently,Sales,12,3,Technical Degree,3,Female,Research Scientist,1,Married,5059,2,No,24,2,31,3,1,15,0,1,10,No
41,Non-Travel,Research & Development,24,3,Life Sciences,1,Female,Sales Executive,1,Married,3183,5,Yes,11,0,20,5,3,10,0,2,6,No
32,Travel_Rarely,Research & Development,11,2,Life Sciences,3,Male,Manufacturing Director,4,Married,3534,3,No,25,3,11,6,2,5,4,2,0,No
46,Travel_Rarely,Sales,3,4,Medical,4,Female,Laboratory Technician,2,Divorced,4715,4,No,12,3,27,1,4,15,2,10,5,No
43,Travel_Rarely,Research & Development,7,2,Technical Degree,4,Male,Laboratory Technician,1,Single,3891,2,No,16,2,24,3,1,15,6,6,10,No
36,Travel_Rarely,Sales,8,1,Life Sciences,4,Male,Research Scientist,1,Married,2354,4,No,25,2,14,2,4,6,7,3,4,No
34,Travel_Rarely,Research & Development,25,2,Medical,1,Female,Laboratory Technician,4,Married,4561,1,Yes,19,2,15,5,4,14,4,5,9,No
43,Non-Travel,Sales,19,2,Other,1,Female,Laboratory Technician,3,Married,6413,7,No,10,3,25,3,2,11,8,0,10,No
33,Non-Travel,Research & Development,19,3,Life Sciences,1,Female,Research Scientist,3,Married,2153,3,No,13,1,13,3,4,3,9,0,9,No
39,Travel_Rarely,Human Resources,11,1,Life Sciences,1,Female,Sales Executive,3,Married,6201,0,No,12,3,20,3,3,6,3,10,8,No
56,Travel_Rarely,Human Resources,12,3,Life Sciences,2,Male,Sales Executive,1,Married,2771,2,Yes,12,2,36,0,1,11,9,0,8,No
19,Non-Travel,Sales,14,2,Life Sciences,4,Male,Manager,3,Married,4276,5,Yes,15,2,0,2,3,15,10,2,1,No
42,Travel_Rarely,Research & Development,5,3,Technical Degree,4,Female,Sales Executive,2,Married,5142,5,Yes,11,2,22,4,1,2,10,9,0,No
57,Travel_Rarely,Sales,24,3,Medical,4,Female,Research Scientist,3,Divorced,4480,5,No,17,2,37,0,3,2,2,10,6,No
41,Travel_Frequently,Sales,15,1,Technical Degree,3,Female,Laboratory Technician,3,Married,5391,4,No,12,3,21,2,4,8,9,3,5,No
32,Travel_Rarely,Research & Development,25,4,Medical,3,Male,Healthcare Representative,3,Married,6915,2,Yes,17,0,14,6,3,8,10,2,1,No
32,Travel_Rarely,Sales,29,4,Technical Degree,3,Female,Research Scientist,3,Divorced,2671,4,No,25,2,11,0,1,2,8,6,8,No
57,Travel_Rarely,Research & Development,4,1,Life Sciences,4,Female,Manufacturing Director,2,Divorced,12506,1,No,23,3,39,6,3,9,2,10,7,No
22,Non-Travel,Research & Development,5,4,Life Sciences,3,Female,Research Scientist,2,Married,5897,1,No,10,3,1,4,2,2,5,8,2,No
51,Travel_Frequently,Sales,28,3,Life Sciences,4,Male,Research Scientist,3,Married,14894,0,Yes,14,0,33,2,4,3,6,8,0,No
25,Travel_Rarely,Sales,19,2,Life Sciences,3,Male,Sales Representative,2,Married,7557,3,Yes,25,0,6,3,4,0,1,7,8,Yes
59,Travel_Rarely,Research & Development,26,2,Medical,2,Male,Manager,2,Married,4799,6,Yes,20,1,38,4,3,12,9,0,5,No
20,Travel_Rarely,Sales,2,1,Life Sciences,3,Male,Research Scientist,3,Divorced,2238,1,No,12,2,0,0,1,7,1,6,3,No
20,Travel_Rarely,Research & Development,28,1,Other,1,Male,Human Resources,3,Married,4189,2,No,25,3,0,3,4,12,1,9,7,No
33,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Male,Sales Executive,4,Single,1647,5,Yes,14,2,15,0,2,7,5,10,4,No
34,Travel_Frequently,Sales,10,1,Other,3,Male,Laboratory Technician,4,Single,7892,2,No,24,3,16,5,2,11,4,8,1,No
29,Travel_Rarely,Sales,3,4,Medical,2,Female,Research Scientist,1,Married,5746,1,No,14,3,8,5,2,10,7,4,3,No
39,Non-Travel,Research & Development,18,1,Technical Degree,4,Female,Sales Executive,2,Married,5837,3,No,19,3,20,5,4,14,5,7,9,No
35,Travel_Rarely,Human Resources,5,1,Medical,2,Female,Sales Executive,1,Married,4845,1,No,16,0,15,0,4,7,2,0,3,Yes
26,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,Sales Representative,3,Single,5280,0,No,12,1,6,0,4,1,0,2,6,No
41,Travel_Rarely,Research & Development,21,1,Technical Degree,1,Female,Sales Executive,4,Single,6139,6,No,16,2,22,2,2,0,2,3,6,No
33,Travel_Rarely,Sales,11,3,Other,2,Female,Research Scientist,1,Divorced,4780,3,No,14,1,13,1,4,9,2,1,2,No
47,Non-Travel,Research & Development,8,4,Medical,1,Female,Human Resources,4,Single,8621,2,Yes,24,3,27,6,2,8,3,9,5,No
35,Non-Travel,Human Resources,5,4,Other,4,Female,Research Scientist,2,Single,3619,4,No,23,3,16,3,4,6,10,5,0,No
52,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,Laboratory Technician,3,Married,8721,1,No,23,2,31,3,4,15,2,10,0,No
42,Travel_Frequently,Research & Development,7,2,Marketing,4,Male,Sales Representative,1,Married,3747,1,Yes,10,0,22,1,1,12,3,5,5,No
41,Non-Travel,Sales,2,2,Life Sciences,2,Female,Sales Representative,3,Married,4593,2,No,12,1,23,1,1,8,1,7,0,No
43,Travel_Rarely,Research & Development,5,3,Other,3,Female,Manager,2,Single,3890,1,Yes,16,0,24,6,2,8,3,9,2,No
18,Travel_Rarely,Research & Development,18,2,Medical,4,Male,Laboratory Technician,1,Single,5138,2,No,13,2,0,3,3,10,4,0,10,No
44,Travel_Frequently,Research & Development,3,1,Life Sciences,2,Female,Research Scientist,2,Single,5263,3,Yes,19,2,22,1,1,8,7,0,8,No
43,Travel_Rarely,Research & Development,27,4,Life Sciences,1,Female,Research Scientist,4,Married,7067,4,No,21,2,22,2,1,3,5,4,10,No
41,Travel_Rarely,Research & Development,24,2,Technical Degree,4,Male,Laboratory Technician,1,Divorced,4875,3,No,15,3,23,3,1,9,9,2,9,No
36,Travel_Rarely,Research & Development,4,4,Technical Degree,1,Female,Sales Executive,4,Single,5580,2,No,10,3,14,5,4,6,9,8,3,No
50,Travel_Frequently,Research & Development,17,1,Life Sciences,4,Female,Research Scientist,4,Single,3784,2,Yes,21,2,30,2,2,5,3,9,5,No
49,Travel_Frequently,Research & Development,21,1,Other,2,Female,Sales Executive,2,Married,4423,5,Yes,23,3,27,5,2,10,1,9,1,No
28,Travel_Rarely,Human Resources,26,2,Medical,2,Male,Laboratory Technician,3,Single,4514,1,Yes,16,1,9,2,4,14,7,10,7,No
30,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Female,Human Resources,1,Single,2315,4,Yes,19,2,12,4,4,14,6,2,9,No
40,Travel_Rarely,Sales,27,1,Medical,1,Male,Sales Representative,1,Single,3741,2,Yes,21,0,22,4,1,7,2,6,1,Yes
34,Travel_Frequently,Research & Development,17,2,Medical,3,Female,Sales Executive,4,Divorced,6140,2,No,21,0,14,1,4,2,2,6,1,No
53,Travel_Rarely,Sales,27,2,Marketing,1,Male,Research Scientist,3,Single,7583,1,No,11,3,35,1,2,9,9,8,0,No
54,Travel_Rarely,Sales,23,2,Medical,1,Male,Manager,3,Single,4227,6,No,14,0,32,4,2,0,9,5,10,Yes
31,Travel_Rarely,Sales,19,3,Life Sciences,2,Female,Sales Executive,4,Single,5311,4,No,13,2,11,4,1,4,6,10,10,No
44,Non-Travel,Research & Development,8,4,Medical,4,Male,Sales Executive,1,Single,9250,2,No,15,3,24,3,1,11,5,7,2,No
25,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,Human Resources,1,Divorced,6417,5,No,25,0,7,1,3,5,9,8,9,No
38,Non-Travel,Sales,11,1,Marketing,1,Male,Healthcare Representative,4,Divorced,2582,5,Yes,19,2,17,2,2,10,9,10,3,No
39,Travel_Rarely,Research & Development,27,2,Life Sciences,4,Male,Sales Representative,2,Married,4362,1,No,21,3,19,4,4,6,5,5,0,No
31,Travel_Frequently,Research & Development,4,3,Life Sciences,2,Male,Sales Executive,2,Married,8074,5,No,23,2,9,6,2,8,5,0,0,No
26,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Male,Laboratory Technician,2,Married,3445,6,Yes,20,0,4,6,4,3,3,7,3,No
48,Travel_Rarely,Sales,7,3,Life Sciences,4,Male,Human Resources,3,Married,4311,2,No,24,0,29,3,3,4,4,2,6,No
52,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,Laboratory Technician,2,Married,2591,0,No,17,3,30,1,3,11,2,4,0,No
22,Non-Travel,Research & Development,9,1,Medical,2,Male,Research Scientist,4,Single,4097,5,No,14,0,2,2,3,6,4,8,3,No
55,Travel_Rarely,Research & Development,2,3,Medical,4,Male,Research Scientist,2,Divorced,3494,5,Yes,22,3,35,5,4,0,1,5,5,No
33,Non-Travel,Research & Development,23,3,Marketing,4,Female,Research Scientist,2,Married,4893,4,Yes,16,2,15,0,1,11,10,6,4,No
36,Travel_Frequently,Research & Development,25,2,Technical Degree,4,Female,Human Resources,2,Married,2491,3,Yes,13,0,17,1,4,1,4,8,6,No
29,Non-Travel,Sales,12,1,Life Sciences,1,Female,Research Scientist,1,Single,4357,4,Yes,15,2,11,1,1,13,6,2,10,No
49,Travel_Frequently,Research & Development,4,2,Medical,4,Male,Research Scientist,3,Divorced,8576,0,Yes,17,1,29,6,2,13,9,9,10,No
20,Travel_Rarely,Sales,29,2,Medical,2,Female,Manager,4,Single,4885,8,No,11,2,2,3,3,1,5,9,5,No
31,Travel_Rarely,Research & Development,8,1,Life Sciences,3,Female,Sales Executive,4,Married,4554,0,No,25,0,13,4,3,5,10,7,8,No
39,Travel_Rarely,Research & Development,28,4,Technical Degree,1,Male,Sales Executive,2,Single,3678,6,Yes,21,0,18,1,4,6,6,2,8,No
20,Travel_Rarely,Human Resources,14,3,Life Sciences,3,Male,Sales Representative,4,Married,6259,3,Yes,20,0,0,4,2,6,2,8,0,No
34,Travel_Rarely,Sales,17,3,Marketing,2,Male,Sales Representative,4,Single,6472,2,No,21,1,14,0,3,8,2,1,0,No
55,Travel_Rarely,Sales,7,4,Life Sciences,4,Female,Research Scientist,3,Married,4764,4,Yes,10,3,35,2,4,11,2,5,5,No
30,Travel_Rarely,Research & Development,16,2,Medical,2,Male,Laboratory Technician,3,Married,5979,2,No,20,2,11,2,3,2,9,1,9,No
49,Travel_Rarely,Research & Development,20,2,Technical Degree,3,Female,Healthcare Representative,2,Married,6321,4,No,15,2,27,4,2,13,8,5,2,No
24,Travel_Rarely,Research & Development,5,2,Life Sciences,3,Male,Laboratory Technician,1,Single,7258,4,No,19,2,3,0,1,1,2,6,1,No
19,Travel_Rarely,Research & Development,14,1,Human Resources,2,Male,Sales Representative,2,Married,5655,1,No,17,1,0,1,4,13,1,3,9,No
55,Non-Travel,Research & Development,4,2,Life Sciences,1,Male,Research Scientist,4,Married,2516,1,Yes,24,2,33,3,3,1,10,8,6,No
52,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Female,Sales Executive,2,Married,9728,4,Yes,16,2,31,2,4,7,4,7,3,No
34,Travel_Rarely,Research & Development,28,2,Technical Degree,2,Male,Research Scientist,1,Single,5436,3,No,19,1,16,1,4,12,0,9,6,No
53,Travel_Frequently,Sales,11,4,Technical Degree,2,Female,Human Resources,4,Single,3244,2,No,24,0,31,2,3,5,5,1,1,No
39,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Female,Healthcare Representative,3,Single,3491,5,No,20,2,20,1,1,12,2,5,3,No
51,Travel_Frequently,Sales,9,3,Life Sciences,3,Female,Healthcare Representative,1,Married,5526,5,No,20,3,33,5,2,6,10,6,9,No
21,Travel_Rarely,Sales,18,1,Technical Degree,1,Male,Manager,3,Single,7531,3,No,19,2,2,6,2,11,9,0,4,No
41,Non-Travel,Sales,11,3,Life Sciences,1,Female,Human Resources,3,Married,6607,6,No,19,2,19,6,4,7,0,2,6,No
54,Non-Travel,Human Resources,23,2,Life Sciences,4,Female,Laboratory Technician,3,Married,4109,4,No,14,2,36,1,1,11,7,8,2,No
42,Travel_Rarely,Human Resources,7,4,Medical,4,Female,Research Scientist,3,Married,3991,2,No,15,2,21,4,2,4,5,1,2,No
45,Travel_Rarely,Research & Development,29,2,Human Resources,1,Female,Sales Executive,2,Single,6453,3,No,22,2,26,3,2,0,3,5,0,No
36,Travel_Rarely,Sales,20,4,Life Sciences,1,Male,Laboratory Technician,2,Married,9549,3,No,22,3,14,5,2,7,3,6,7,No
44,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,Laboratory Technician,3,Divorced,3334,3,No,23,0,26,2,1,8,8,2,10,No
29,Travel_Rarely,Research & Development,29,1,Life Sciences,2,Male,Research Scientist,2,Single,10395,7,No,21,2,8,1,3,8,9,7,5,No
56,Non-Travel,Research & Development,6,1,Medical,2,Male,Sales Executive,1,Single,10810,7,No,24,1,36,2,3,9,10,7,10,No
30,Non-Travel,Research & Development,26,2,Life Sciences,2,Male,Research Director,3,Married,4483,3,Yes,14,3,11,2,4,9,6,7,9,No
24,Non-Travel,Sales,25,2,Medical,4,Female,Manufacturing Director,3,Single,7516,1,No,16,2,4,2,3,11,9,0,4,No
18,Travel_Rarely,Research & Development,10,1,Life Sciences,2,Female,Human Resources,1,Married,7399,2,Yes,13,1,0,1,2,6,10,0,1,No
33,Non-Travel,Sales,24,4,Medical,2,Female,Manufacturing Director,3,Married,2686,0,Yes,18,3,15,5,1,13,4,6,9,No
36,Non-Travel,Sales,22,2,Human Resources,4,Male,Healthcare Representative,3,Single,5593,4,No,18,3,18,3,1,6,0,7,9,No
24,Travel_Frequently,Research & Development,17,2,Medical,2,Male,Sales Executive,4,Single,5625,5,Yes,20,0,6,3,2,8,2,10,1,Yes
47,Travel_Rarely,Research & Development,19,1,Medical,3,Female,Research Scientist,3,Married,7740,2,No,11,2,27,3,3,10,8,2,6,No
29,Non-Travel,Research & Development,22,3,Technical Degree,2,Male,Sales Executive,4,Divorced,3895,8,No,22,2,8,3,1,15,6,0,4,No
42,Travel_Frequently,Sales,3,4,Human Resources,1,Female,Research Scientist,2,Married,4043,5,No,17,0,24,0,1,6,2,5,0,No
